venue_name,address,city_name,country_name,longitude,latitude,postcode,capacity,venue_size,venue_type_new,venue_status
Hilton Birmingham Metropole Hotel,"The NEC Birmingham, Pendigo Way, Marston Green, ",Birmingham,GB,-1.7157208,52.45043979999999,B40 1PP,,,2_indoor,perminant
The North Wall Arts Centre,South Parade Oxford OX2 7JN,Summertown,GB,-1.268644,51.777812,OX2 7JN,,,2_indoor,perminant
24 Kitchen Street,24 Kitchen Street,Liverpool,GB,-2.982373,53.397040000000004,L1 0AN,,,2_indoor,perminant
The Rocking Chair,23 Furnival Gate,Sheffield,GB,-1.4712831,53.3780076,S1 4QR,,,2_indoor,perminant
Club Tropicana,31 South Ward Road,Dundee,GB,-2.975726,56.460938,DD1 1PU,,,2_indoor,perminant
Harrow Arts Centre,"171 Uxbridge Road, Elliot Hall",Harrow,GB,-0.36351300000000003,51.60852,HA5 4EA,,,2_indoor,perminant
The Royal Bath And West Of England Society,The Bath & West Showground,Shepton Mallet,GB,-2.5276921000000003,51.156153700000004,BA4 6QN,"150,000",Large,2_indoor,perminant
Riverside Stadium,Middlesbrough Football Club,Middlesbrough,GB,-1.2173905,54.5780296,TS3 6RS,,,1_outdoor,perminant
Victoria Gate Casino   Live Bar,"Victoria Gate Casino, Victoria Gate, Eastgate",Leeds,GB,-1.5383073999999999,53.798590000000004,LS2 7JL,,,2_indoor,perminant
Floripa,91-93 Great Eastern St  ,London,GB,-0.083602,51.525985,EC2A 3HZ,,,2_indoor,perminant
The Mick Jagger Centre,Shepherds Lane,Dartford,GB,0.20585599999999998,51.445228,DA1 2JZ,,,2_indoor,perminant
Mercure Brighton Seafront Hotel,149 Kings Road,Brighton,GB,-0.15541760000000002,50.823031,BN1 2PP,,,2_indoor,perminant
Assembly Hall Theatre Tunbridge Wells,Crescent Road,Tunbridge Wells,GB,0.265986,51.132059999999996,TN1 2LU,,,2_indoor,perminant
Assembly Hall Theatre Tunbridge Wells,Crescent Road,Tunbridge Wells,GB,0.265986,51.132059999999996,TN1 2LU,,,2_indoor,perminant
XOYO,32-37 Cowper Street,London,GB,-0.085632,51.525452,EC2A 4AP,,,2_indoor,perminant
Quartz Nightclub Cannock,3 Church Street,Cannock,GB,-2.0296936999999997,52.6889713,WS11 1DE,,,2_indoor,perminant
The Flowerpot,23-25 King Street,Derby,GB,-1.479652,52.926252000000005,DE1 3DZ,,,2_indoor,perminant
42nd Street Nightclub,2 Bootle Street,Manchester,GB,-2.2477315,53.4785216,M2 5GU,,,2_indoor,perminant
The Night Owl,17-18 Lower Trinity Street,Birmingham,GB,-1.8818523,52.47516579999999,B9 4AG,,,2_indoor,perminant
The Night Owl,17-18 Lower Trinity Street,Birmingham,GB,-1.8818523,52.47516579999999,B9 4AG,,,2_indoor,perminant
The Castle Hotel,66 Oldham Street,Manchester,GB,-2.234012,53.483385999999996,M4 1LE,,,2_indoor,perminant
Camp And Furnace,67 Greenland Street ,Liverpool ,GB,-2.980164,53.39450600000001,L1 0BY,,,2_indoor,perminant
TRASH Bradford (Rock Club And Late Spot),Sackville Street,Bradford,GB,-1.756952,53.794864000000004,BD1 2AJ,,,2_indoor,perminant
Nell's Jazz And Blues, 3 North End Crescent,London,GB,-0.20734,51.492222999999996,W14 8TG,,,2_indoor,perminant
Brockholes Nature Reserve,"Preston New Road, Samlesbury",Preston,GB,-2.627252,53.771176000000004,PR5 0AG,,,1_outdoor,temporary
The Railway,243 Foxhall Road,Ipswich,GB,1.182782,52.052251,IP3 8LG,,,2_indoor,perminant
Camp And Furnace,67 Greenland Street ,Liverpool ,GB,-2.980164,53.39450600000001,L1 0BY,,,2_indoor,perminant
Camp And Furnace,67 Greenland Street ,Liverpool ,GB,-2.980164,53.39450600000001,L1 0BY,,,2_indoor,perminant
Camp And Furnace,67 Greenland Street ,Liverpool ,GB,-2.980164,53.39450600000001,L1 0BY,,,2_indoor,perminant
Camp And Furnace,67 Greenland Street ,Liverpool ,GB,-2.980164,53.39450600000001,L1 0BY,,,2_indoor,perminant
The Core,"The Corby Cube, Parkland Gateway, George Street",Corby,GB,-0.7044165,52.4874086,NN17 1QG,,,2_indoor,perminant
Oracle,3 Brewery Place,Leeds,GB,-1.537631,53.793374,LS10 1NE,,,2_indoor,perminant
Golden Sunrise,Blackfriars Pier,"Victoria Embankment,",GB,-0.11635889999999999,51.5103224,EC4V 3QR,,,2_indoor,perminant
Invisible Wind Factory,3 Regent Road,Liverpool,GB,-2.999818,53.418347999999995,L3 7DS,,,2_indoor,perminant
Carriageworks Theatre,3 Millennium Square,Leeds,GB,-1.547928,53.801320999999994,LS2 3AD,,,2_indoor,perminant
Mint Lounge,"46-50 Oldham Street, Northern Quarter",Manchester,GB,-2.234541,53.48326899999999,M4 1LE,,,2_indoor,perminant
The Arches Project,"The Art House, Bissell Street",Birmingham,GB,-1.881109,52.474431,B5 7HP,,,2_indoor,perminant
Zigfrid Von Underbelly,11 Hoxton Square,London,GB,-0.08182180000000001,51.5277797,N1 6NU,,,2_indoor,perminant
Cooper Hall," Sevendale House, 7 Dale Street, Manchester, M1",Manchester,GB,-2.23506,53.482255,M1 1JA,,,2_indoor,perminant
The Coatham Memorial Hall,Coatham Rd,Redcar,GB,-1.0704322,54.617659700000004,TS10 1RH,,,2_indoor,perminant
Victoria Park,Park Avenue ,Belfast,GB,-5.8845410000000005,54.607485,BT4 1JT,,,1_outdoor,temporary
The Continental,South Meadow Lane,Preston,GB,-2.706929,53.750195999999995,PR1 8JP,,,2_indoor,perminant
Upper Chapel,Norfolk Street,Sheffield,GB,-1.4688370000000002,53.380924,S1 2JD,,,3_indoor_outdoor,perminant
Babbacombe Theatre,Babbacombe Downs Road,Torquay,GB,-3.512021,50.478716999999996,TQ1 3LU,,,2_indoor,perminant
The Basement And Sugar Sugar,2 St Mungo&#39;s Walk,Cumbernauld,GB,-3.9912786,55.94747370000001,G67 1QP,,,2_indoor,perminant
Stantonbury Theatre,Stantonbury Arts & Leisure Trust,Milton Keynes,GB,-0.773691,52.061003,MK14 6BN,,,2_indoor,perminant
The Magic Garden,231 Battersea Park Road,London,GB,-0.150851,51.475342,SW11 4LG,,,2_indoor,perminant
House Of Hugo,23-32 Carver St,Sheffield,GB,-1.4742597,53.3804297,S1 4FS,,,2_indoor,perminant
FAC 251 The Factory,112-118 Princess Street,Manchester,GB,-2.2373095000000003,53.4739586,M1 7EN,,,2_indoor,perminant
Southwark Cathedral,London Bridge,London,GB,-0.0777414,51.5031561,SE1 9DA,,,2_indoor,perminant
Brockholes Nature Reserve,"Preston New Road, Samlesbury",Preston,GB,-2.627252,53.771176000000004,PR5 0AG,,,1_outdoor,temporary
Westone Manor Hotel,Firtree Walk,Northampton,GB,-0.8420093000000001,52.255628200000004,NN3 3DS,,,2_indoor,perminant
Rewind,14 Town Hill,Wrexham,GB,-2.9942759,53.04475229999999,LL13 8NB,,,2_indoor,perminant
The Lanes,22 Nelson Street,Bristol,GB,-2.593482,51.456462,BS1 2LE,,,3_indoor_outdoor,perminant
Basement 45,8 Frogmore Street,Bristol,GB,-2.600823,51.453563,BS1 5NA,,,2_indoor,perminant
The Dancehouse Theatre,10 Oxford Road,Manchester,GB,-2.2395110000000003,53.472882999999996,M1 5QA,,,2_indoor,perminant
University Of Manchester,Oxford Road,Manchester,GB,-2.234168,53.467045,M13 9PL,,,2_indoor,perminant
Bierkeller Liverpool,8 Thomas Steers Way,Liverpool,GB,-2.9881257999999997,53.4029873,L1 8LW,,,2_indoor,perminant
Shaka Zulu,"Stables Market, Chalk Farm Road",Camden,GB,-0.1458655,51.541497899999996,NW1 8AB,,,2_indoor,perminant
Shaka Zulu,"Stables Market, Chalk Farm Road",Camden,GB,-0.1458655,51.541497899999996,NW1 8AB,,,2_indoor,perminant
Worcester Racecourse,"Main Road, Perdiswell/Town Centre",Worcester,GB,-2.2221192000000003,52.187614200000006,WR1 1DN,,,1_outdoor,temporary
Five Miles,39b Markfield Road,London,GB,-0.06423999999999999,51.583277,N15 4QA,,,2_indoor,perminant
Tamesis Dock,"Albert Embankment, Vauxhall",London,GB,-0.12266800000000001,51.492725,SE1 7TT,,,2_indoor,perminant
St. Mark's Church Broomhill Sheffield,St. Mark&#39;s Church Broomfield Road Sheffield ,Sheffield,GB,-1.495574,53.377404000000006,S10 2SE,,,2_indoor,perminant
FAC 251 The Factory,112-118 Princess Street,Manchester,GB,-2.2373095000000003,53.4739586,M1 7EN,,,2_indoor,perminant
O2 Academy2 Birmingham,"16-18 Horsefair, Bristol Street",Birmingham,GB,-1.9002008000000001,52.473267799999995,B1 1DB,,,2_indoor,perminant
The Concorde 2,Madeira Drive,Brighton,GB,-0.12304100000000001,50.81736,BN1 1EN,,,2_indoor,perminant
SINBIN At The Plough And Harrow,"419 High Road, Leytonstone",London,GB,0.00621,51.557087,E11 4JU,,,2_indoor,perminant
All Over NEWCASTLE,"Diamond Strip,",Newcastle,GB,-1.6100477,54.9753348,NE1 1SX,,,1_outdoor,temporary
The Mash House,37 Guthrie Street,Edinburgh,GB,-3.187602,55.94856899999999,EH1 1JG,,,2_indoor,perminant
Oval Space,29-32 The Oval London ,London,GB,-0.059265,51.53318,E2 9DT,,,2_indoor,perminant
Lola Lo,"Arches 9 - 10 Deansgate Locks, Whitworth Street West",Manchester,GB,-2.2499119999999997,53.474641000000005,M1 5LH,,,2_indoor,perminant
Backyard Comedy Club,"231 Cambridge Heath Road, Bethnal Green",London,GB,-0.0558268,51.526461499999996,E2 0EL,,,2_indoor,perminant
The Empire,Coventry,Coventry,GB,-1.4975441,52.4073082,CV1 5DU,,,2_indoor,perminant
Greater Than Gatsby,201 High Street,Bromley,GB,0.013132099999999999,51.4065309,BR1 1NY,,,2_indoor,perminant
The Ice Factory,6 Shore Road ,Perth,GB,-3.426619,56.387776,PH2 8BW,,,2_indoor,perminant
Mint Lounge,"46-50 Oldham Street, Northern Quarter",Manchester,GB,-2.234541,53.48326899999999,M4 1LE,,,2_indoor,perminant
The Blind Pig,4 Tower Hill,Sowerby Bridge,GB,-1.910659,53.709006,HX6 2EQ,,,2_indoor,perminant
Cygnet Theatre,Friars Gate,Exeter,GB,-3.52946,50.719196000000004,EX2 4AZ,,,2_indoor,perminant
Handel And Hendrix In London,"25 Brook Street, London W1k 4HB",London,GB,-0.145929,51.512965799999996,W1K 4HB,,,2_indoor,perminant
The Milton Club,244 Deansgate,Manchester,GB,-2.250022,53.477934999999995,M3 4BQ,,,2_indoor,perminant
South Brent Village Hall,Station Approach,Devon,GB,-3.8370943,50.4269315,TQ10 9AQ,,,2_indoor,perminant
The Half Moon,"93 Lower Richmond Road, Putney",London,GB,-0.22014099999999998,51.467296000000005,SW15 1EU,,,2_indoor,perminant
Harlem Nightclub Dunfermline,29-35 Bruce Street,Dunfermline,GB,-3.463745,56.0721086,KY12 7AG,,,2_indoor,perminant
Apples  And  Pears,26 Osborn Street,London,GB,-0.07002,51.516982,E1 6TD,,,2_indoor,perminant
HEART (Headingley Enterprise And Arts Centre),Bennet Road,Leeds,GB,-1.577962,53.820268000000006,LS6 3HN,,,2_indoor,perminant
Chetham's Library, Long Millgate,Manchester,GB,-2.2433749,53.4860449,M3 1SB,,,2_indoor,perminant
The Half Moon,"93 Lower Richmond Road, Putney",London,GB,-0.22014099999999998,51.467296000000005,SW15 1EU,,,2_indoor,perminant
Fiddlers,"WILLWAY STREET, BEDMINSTER, BRISTOL",Bristol,GB,-2.592303,51.442868,BS3 4BG,,,2_indoor,perminant
Club Tropicana,74 Chapel Street,Aberdeen,GB,-2.1099759,57.145193400000004,AB10 1SN,,,2_indoor,perminant
Gloucester Midland Rd,13 Midland Road,Gloucester,GB,-0.00025699999999999996,0.004635,GL1 4UQ,,,1_outdoor,temporary
Wandle Park,Vicarage Road,Croydon,GB,-0.112821,51.373764,CR0 4JS,,,1_outdoor,temporary
Bunker 51,"3 Herringham Road, North Greenwich",London,GB,0.035343,51.494015999999995,SE7 8NJ,,,2_indoor,perminant
Bunker 51,"3 Herringham Road, North Greenwich",London,GB,0.035343,51.494015999999995,SE7 8NJ,,,2_indoor,perminant
LAB11,"Trent St, Digbeth ",Birmingham,GB,-1.8864009999999998,52.476781,B5 5NR,,,2_indoor,perminant
Hawker Yard,62-70 Pershore Street,Birmingham,GB,-1.895573,52.475039,B5 4RU,,,2_indoor,perminant
Tapton Hall,"Tapton Hall, Shore Lane",Sheffield,GB,-1.515295,53.375914,S10 3BU,,,2_indoor,perminant
O2 Academy 2 Sheffield,37-43 Arundel Gate,Sheffield,GB,-1.465711,53.381493999999996,S1 2PN,,,2_indoor,perminant
The Fitzgerald Heaton Moor,110 Heaton Moor Road,Stockport,GB,-2.1833367000000004,53.4235294,SK4 4NZ,,,2_indoor,perminant
Electric Brixton,"Town Hall Parade, Brixton Hill",London,GB,-0.116618,51.46013,SW2 1RJ,"1,700",Large,2_indoor,perminant
Venus,"42 Maybrook House, Blackfriars",Manchester,GB,-2.247251,53.483385,M3 2EG,,,2_indoor,perminant
Bourbon,24A Frederick Street,Edinburgh,GB,-3.2005624,55.9524964,EH2 2JR,,,2_indoor,perminant
The Venue,"Pavillion Buildings, Marine Parade",Barmouth,GB,-4.0575049,52.722072999999995,LL42 1LY,,,2_indoor,perminant
The Magic Roundabout,"Middle of Old Street Roundabout, London, United Kingdom",London,GB,-0.08753999999999999,51.525644,EC1Y 1BE,,,2_indoor,perminant
Brighton Unitarian Church,New Road,Brighton,GB,-0.140255,50.823202,BN1 1UF,,,2_indoor,perminant
Fulham Palace,Bishop's Avenue  ,London,GB,-0.2156275,51.4704694,SW6 6EA,,,2_indoor,perminant
W London Leicester Square,"W London, 10 Wardour St",London,GB,-0.131545,51.510611,W1D 6QF,,,2_indoor,perminant
Conroy's Basement,51-53 Meadowside,Dundee,GB,-2.9701662,56.4634916,DD1 1EQ,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
The Banshee Labyrinth,29-35 Niddry Street,Edinburgh,GB,-3.1867810000000003,55.9490812,EH1 1LG,,,2_indoor,perminant
C C Blooms,23-24 Greenside Place,Edinburgh,GB,-3.1850222,55.957031799999996,EH1 3AA,,,2_indoor,perminant
C C Blooms,23-24 Greenside Place,Edinburgh,GB,-3.1850222,55.957031799999996,EH1 3AA,,,2_indoor,perminant
EDINBURGH OCEAN TERMINAL LEITH,OCEAN TERMINAL LEITH,EDINBURGH,GB,-3.1796685,55.9800589,EH6 6JJ,,,1_outdoor,temporary
Monkey Barrel Comedy,9-11 Blair Street,Edinburgh,GB,-3.1878583,55.949223100000005,EH1 1QR,,,2_indoor,perminant
Monkey Barrel Comedy,9-11 Blair Street,Edinburgh,GB,-3.1878583,55.949223100000005,EH1 1QR,,,2_indoor,perminant
Monkey Barrel Comedy,9-11 Blair Street,Edinburgh,GB,-3.1878583,55.949223100000005,EH1 1QR,,,2_indoor,perminant
Monkey Barrel Comedy,9-11 Blair Street,Edinburgh,GB,-3.1878583,55.949223100000005,EH1 1QR,,,2_indoor,perminant
Partick Burgh Halls,"3-9A, Burgh Hall Street, Partick",Glasgow,GB,-4.30863,55.87141,G11 5LW,,,2_indoor,perminant
The Boulevard,17 Wallgate,Wigan,GB,-2.632017,53.54549300000001,WN1 1LD,,,2_indoor,perminant
Hammersmith Salsa Club,11 Rutland Grove,Hammersmith,GB,-0.230159,51.490095399999994,W6 9DH,,,2_indoor,perminant
Frog And Bucket Comedy Club,102 Oldham St,Manchester,GB,-2.232766,53.48439499999999,M4 1LJ,,,2_indoor,perminant
The Courtyard Theatre,"Bowling Green Walk, 40 Pitfield Street, Hoxton",London,GB,-0.083457,51.527429999999995,N1 6EU,,,2_indoor,perminant
The Courtyard Theatre,"Bowling Green Walk, 40 Pitfield Street, Hoxton",London,GB,-0.083457,51.527429999999995,N1 6EU,,,2_indoor,perminant
The Courtyard Theatre,"Bowling Green Walk, 40 Pitfield Street, Hoxton",London,GB,-0.083457,51.527429999999995,N1 6EU,,,2_indoor,perminant
Stanley Halls London,South Norwood Hill,London,GB,-0.07531449999999999,51.4002833,SE25 6AB,,,2_indoor,perminant
The Wheatsheaf,135 High Street,West Wickham,GB,-0.0211352,51.3768178,BR4 0LU,,,2_indoor,perminant
The Louisiana,"Wapping Street, Bathurst Terrace",Bristol,GB,-2.596438,51.446723999999996,BS1 6UA,,,3_indoor_outdoor,perminant
The Old Courts,"The Old Courts, Crawford Street, Wigan, WN1 1NA",Wigan,GB,-2.634388,53.545671,WN1 1NA,,,2_indoor,perminant
Fifty Five Bar,31 Jamestown Road,London,GB,-0.145759,51.540172,NW1 7DB,,,2_indoor,perminant
Sutton Coldfield Town Hall,Upper Clifton Road,Sutton Coldfield,GB,-1.8258400000000001,52.566256,B73 6AB,,,2_indoor,temporary
Eventim Olympia,West Derby Road,Liverpool,GB,-2.957703,53.415776,L6 9BY,,,2_indoor,perminant
Crescent Arts Centre,2-4 University Road,Belfast,GB,-5.9351889,54.5873547,BT7 1NH,,,2_indoor,perminant
The Richmond Bar,33 Richmond Place,Brighton,GB,-0.13429370000000002,50.8279383,BN2 9NA,,,2_indoor,perminant
Claptrap The Venue,108A High Street,Stourbridge,GB,-2.144491,52.455525,DY8 1EE,,,3_indoor_outdoor,perminant
Bosworth Battlefield Heritage Centre," Ambion Lane, Sutton Cheney",Nuneaton,GB,-1.4057790000000001,52.59728199999999,CV13 0AD,,,1_outdoor,temporary
Surface Gallery,"16 Southwell Road, ",Nottingham ,GB,-1.1407251,52.952492799999995,NG1 1DL,,,2_indoor,perminant
The Whiskey Jar,16 Tariff Street M1 2FF Manchester,Manchester,GB,-2.232008,53.481297999999995,M1 2FF,,,2_indoor,perminant
Windsor And Eton Brewery,1 Vansittart Estate,Windsor,GB,-0.617432,51.4844,SL4 1SE,,,2_indoor,perminant
St. Marys Church,Church Street,Watford,GB,-0.39592259999999996,51.6545633,WD18 0EG,,,2_indoor,perminant
The Retro Room At Vintage Retreat," Lower Harding Street, Northampton, NN1",NORTHAMPTON,GB,-0.9027615,52.241499600000004,NN1 2JL,,,2_indoor,perminant
Ministry Of Sound,103 Gaunt Street,London,GB,-0.099489,51.497776,SE1 6DP,,,2_indoor,perminant
Inkwell,"31 Potternewton Lane, Leeds",Leeds,GB,-1.5361365,53.82472779999999,LS7 3LW,,,2_indoor,perminant
Grow,"98C Main Yard, Wallis Road",Hackney Wick,GB,-0.023801,51.549987,E9 5LN,,,3_indoor_outdoor,perminant
24 Kitchen Street,24 Kitchen Street,Liverpool,GB,-2.982373,53.397040000000004,L1 0AN,,,2_indoor,perminant
Trinity Methodist Church,"Harborough Road, Oadby",Leicester,GB,-1.0813808,52.600228599999994,LE2 4LA,,,3_indoor_outdoor,perminant
Sanctum Soho,20 Warwick Street soho,London,GB,-0.1383868,51.5116683,W1B 5NF,,,2_indoor,perminant
City Hall,The Queen&#39;s Walk  More London  ,London ,GB,-0.0786925,51.5048514,SE1 2AA,"1,355",Large,2_indoor,temporary
The Clarendon Hotel,8-16 Montpelier Row,London,GB,0.010007700000000001,51.468706700000006,SE3 0RW,,,2_indoor,perminant
The New Adelphi Hull,89 De Grey Street Hull HU5 2RU,Hull,GB,-0.355236,53.762457,HU5 2RU,,,2_indoor,perminant
Her Upstairs,18 Kentish Town Road,London,GB,-0.142295,51.539674,NW1 9NX,,,2_indoor,perminant
JuJu Chelsea,"316-318 Kings Road, London, SW3 5UH, United Kingdom",London,GB,-0.1738247,51.4857156,SW3 5UH,,,2_indoor,perminant
Heaven,"The Arches, Villiers Street, Charing Cross",London,GB,-0.12414000000000001,51.50808,WC2N 6NG,,,2_indoor,perminant
Heaven,"The Arches, Villiers Street, Charing Cross",London,GB,-0.12414000000000001,51.50808,WC2N 6NG,,,2_indoor,perminant
Hula Tiki Bar,"11a Stevenson Square, Northern Quarter",Manchester,GB,-2.233135,53.482461,M1 1DB,,,2_indoor,perminant
Brockholes Nature Reserve,"Preston New Road, Samlesbury",Preston,GB,-2.627252,53.771176000000004,PR5 0AG,,,1_outdoor,temporary
SWG3,"Studio Warehouse, 100 Eastvale Place",Glasgow,GB,-4.299779,55.864594,G3 8QG,,,2_indoor,perminant
Millfield Theatre,Silver Street,Edmonton,GB,-0.062553,51.613589000000005,N18 1PJ,,,2_indoor,perminant
The Old Courts,"The Old Courts, Crawford Street, Wigan, WN1 1NA",Wigan,GB,-2.634388,53.545671,WN1 1NA,,,2_indoor,perminant
The Old Courts,"The Old Courts, Crawford Street, Wigan, WN1 1NA",Wigan,GB,-2.634388,53.545671,WN1 1NA,,,2_indoor,perminant
The Lanes,22 Nelson Street,Bristol,GB,-2.593482,51.456462,BS1 2LE,,,3_indoor_outdoor,perminant
Rumours Nightclub Wynford Hotel,"Wynford Hotel, Clare Street, Cardiff. CF11 6BD",Cardiff,GB,-3.1884742000000004,51.4776935,CF11 6bd,,,2_indoor,perminant
Bosworth Battlefield Heritage Centre," Ambion Lane, Sutton Cheney",Nuneaton,GB,-1.4057790000000001,52.59728199999999,CV13 0AD,,,1_outdoor,temporary
The Basement Club,"13-15 Marsh Street South, Hanley, Stoke-on-Trent, ST1",Stoke-on-Trent,GB,-2.1785055,53.0241088,ST1 1JA,,,2_indoor,perminant
Madison London," Terrace, One New Change, St Paul&#39;s,",London,GB,-0.0952182,51.513538,EC4M 9AF,,,2_indoor,perminant
Lola Lo,"Arches 9 - 10 Deansgate Locks, Whitworth Street West",Manchester,GB,-2.2499119999999997,53.474641000000005,M1 5LH,,,2_indoor,perminant
